activity,subject,variable,average
LAYING,18,tBodyAccJerkMeanZ,-0.0012134481343076924
LAYING,18,tBodyAccJerkStdX,-0.9859210710769231
LAYING,18,tBodyAccJerkStdY,-0.9855543393846153
LAYING,18,tBodyAccJerkStdZ,-0.9906602461538462
LAYING,18,tBodyAccMagMean,-0.9864562415384616
LAYING,18,tBodyAccMagStd,-0.9864645426153846
LAYING,18,tBodyAccMeanX,0.27469157692307694
LAYING,18,tBodyAccMeanY,-0.01739376846153846
LAYING,18,tBodyAccMeanZ,-0.10769892790769231
LAYING,18,tBodyAccStdX,-0.9845276492307692
LAYING,18,tBodyAccStdY,-0.986160920923077
LAYING,18,tBodyAccStdZ,-0.9876586623076923
LAYING,18,tBodyGyroJerkMagMean,-0.9930951226153846
LAYING,18,tBodyGyroJerkMagStd,-0.992153054
LAYING,18,tBodyGyroJerkMeanX,-0.09971542363076923
LAYING,18,tBodyGyroJerkMeanY,-0.039344019184615386
LAYING,18,tBodyGyroJerkMeanZ,-0.059313598661538465
LAYING,18,tBodyGyroJerkStdX,-0.9961044413846154
LAYING,18,tBodyGyroJerkStdY,-0.9905476387692308
LAYING,18,tBodyGyroJerkStdZ,-0.9925481018461538
LAYING,18,tBodyGyroMagMean,-0.9807408467692308
LAYING,18,tBodyGyroMagStd,-0.9805608778461539
LAYING,18,tBodyGyroMeanX,-0.02517618068
LAYING,18,tBodyGyroMeanY,-0.08375873081538461
LAYING,18,tBodyGyroMeanZ,0.09377819481538462
LAYING,18,tBodyGyroStdX,-0.992872598
LAYING,18,tBodyGyroStdY,-0.984202872923077
LAYING,18,tBodyGyroStdZ,-0.9851083863076923
LAYING,18,tGravityAccMagMean,-0.9864562415384616
LAYING,18,tGravityAccMagStd,-0.9864645426153846
LAYING,18,tGravityAccMeanX,-0.22060050907692308
LAYING,18,tGravityAccMeanY,0.7197554036923077
LAYING,18,tGravityAccMeanZ,0.6054953176923077
LAYING,18,tGravityAccStdX,-0.9827159875384616
LAYING,18,tGravityAccStdY,-0.9940935226153846
LAYING,18,tGravityAccStdZ,-0.9909572495384615
LAYING,19,fBodyAccJerkMeanFreqX,0.135277438
LAYING,19,fBodyAccJerkMeanFreqY,0.08382270312843373
LAYING,19,fBodyAccJerkMeanFreqZ,0.11702892848795181
LAYING,19,fBodyAccJerkMeanX,-0.9834785618072289
LAYING,19,fBodyAccJerkMeanY,-0.9748782709638554
LAYING,19,fBodyAccJerkMeanZ,-0.9865064887951808
LAYING,19,fBodyAccJerkStdX,-0.9852780069879518
LAYING,19,fBodyAccJerkStdY,-0.9759641115662651
LAYING,19,fBodyAccJerkStdZ,-0.9885587033734939
LAYING,19,fBodyAccMagMean,-0.9719574013253012
LAYING,19,fBodyAccMagMeanFreq,0.16848119658433736
LAYING,19,fBodyAccMagStd,-0.9640567739759036
LAYING,19,fBodyAccMeanFreqX,-0.25318866264
LAYING,19,fBodyAccMeanFreqY,0.2924929301661446
LAYING,19,fBodyAccMeanFreqZ,0.29372226091180725
LAYING,19,fBodyAccMeanX,-0.97453373
LAYING,19,fBodyAccMeanY,-0.9727988240963855
LAYING,19,fBodyAccMeanZ,-0.9853404473493976
LAYING,19,fBodyAccStdX,-0.9620850012048193
LAYING,19,fBodyAccStdY,-0.9748320756626506
LAYING,19,fBodyAccStdZ,-0.98474099819277106
LAYING,19,fBodyBodyAccJerkMagMean,-0.9806215640963856
LAYING,19,fBodyBodyAccJerkMagMeanFreq,0.2113171495493976
LAYING,19,fBodyBodyAccJerkMagStd,-0.9794521884337349
LAYING,19,fBodyBodyGyroJerkMagMean,-0.9818904703614458
LAYING,19,fBodyBodyGyroJerkMagMeanFreq,0.04570067180481928
LAYING,19,fBodyBodyGyroJerkMagStd,-0.9793278474698796
LAYING,19,fBodyBodyGyroMagMean,-0.9656247244578313
LAYING,19,fBodyBodyGyroMagMeanFreq,0.07786512165060241
LAYING,19,fBodyBodyGyroMagStd,-0.9574960244578313
LAYING,19,fBodyGyroMeanFreqX,0.2492094115106024
LAYING,19,fBodyGyroMeanFreqY,-0.1564500133385542
LAYING,19,fBodyGyroMeanFreqZ,0.05186549122771084
LAYING,19,fBodyGyroMeanX,-0.9741962175903615
LAYING,19,fBodyGyroMeanY,-0.972061003493976
LAYING,19,fBodyGyroMeanZ,-0.9739323325301205
LAYING,19,fBodyGyroStdX,-0.983944795060241
LAYING,19,fBodyGyroStdY,-0.9598313657831326
LAYING,19,fBodyGyroStdZ,-0.9754175238554217
LAYING,19,tBodyAccJerkMagMean,-0.98478434
LAYING,19,tBodyAccJerkMagStd,-0.9806682878313253
LAYING,19,tBodyAccJerkMeanX,0.07723179986506024
LAYING,19,tBodyAccJerkMeanY,0.011149573306746988
LAYING,19,tBodyAccJerkMeanZ,-9.886908553253012e-4
LAYING,19,tBodyAccJerkStdX,-0.9836052234939759
LAYING,19,tBodyAccJerkStdY,-0.9745245226506024
LAYING,19,tBodyAccJerkStdZ,-0.9882601810843373
LAYING,19,tBodyAccMagMean,-0.9662608068674698
LAYING,19,tBodyAccMagStd,-0.9631934890361445
LAYING,19,tBodyAccMeanX,0.2726537334939759
LAYING,19,tBodyAccMeanY,-0.017142686442168674
LAYING,19,tBodyAccMeanZ,-0.10898146186746988
LAYING,19,tBodyAccStdX,-0.9650195795180723
LAYING,19,tBodyAccStdY,-0.9734499685542168
LAYING,19,tBodyAccStdZ,-0.9846728372289156
LAYING,19,tBodyGyroJerkMagMean,-0.9853424977108434
LAYING,19,tBodyGyroJerkMagStd,-0.9802455108433735
LAYING,19,tBodyGyroJerkMeanX,-0.0956018266746988
LAYING,19,tBodyGyroJerkMeanY,-0.037147659705180726
LAYING,19,tBodyGyroJerkMeanZ,-0.05991614779518072
LAYING,19,tBodyGyroJerkStdX,-0.9761056634939759
LAYING,19,tBodyGyroJerkStdY,-0.9846077289156626
LAYING,19,tBodyGyroJerkStdZ,-0.9869583639759036
LAYING,19,tBodyGyroMagMean,-0.9532634327710844
LAYING,19,tBodyGyroMagStd,-0.9559066465060241
LAYING,19,tBodyGyroMeanX,-0.031207273055956625
LAYING,19,tBodyGyroMeanY,-0.09526280140963855
LAYING,19,tBodyGyroMeanZ,0.10860511373493976
LAYING,19,tBodyGyroStdX,-0.9813576114457832
LAYING,19,tBodyGyroStdY,-0.9636177056626506
LAYING,19,tBodyGyroStdZ,-0.9731975238554217
LAYING,19,tGravityAccMagMean,-0.9662608068674698
LAYING,19,tGravityAccMagStd,-0.9631934890361445
LAYING,19,tGravityAccMeanX,-0.6800431550602409
LAYING,19,tGravityAccMeanY,0.7256466227710844
LAYING,19,tGravityAccMeanZ,0.6876238525301205
LAYING,19,tGravityAccStdX,-0.9589596110843374
LAYING,19,tGravityAccStdY,-0.9869931496385542
LAYING,19,tGravityAccStdZ,-0.988819031566265
LAYING,20,fBodyAccJerkMeanFreqX,0.11664208293970588
LAYING,20,fBodyAccJerkMeanFreqY,0.021220187436764702
LAYING,20,fBodyAccJerkMeanFreqZ,0.028492920560735293
LAYING,20,fBodyAccJerkMeanX,-0.9838899851470588
LAYING,20,fBodyAccJerkMeanY,-0.9772207075
LAYING,20,fBodyAccJerkMeanZ,-0.9828762120588235
LAYING,20,fBodyAccJerkStdX,-0.9862138830882353
LAYING,20,fBodyAccJerkStdY,-0.9784514467647059
LAYING,20,fBodyAccJerkStdZ,-0.9857078063235294
LAYING,20,fBodyAccMagMean,-0.9528270713235294
LAYING,20,fBodyAccMagMeanFreq,0.18775801854852942
LAYING,20,fBodyAccMagStd,-0.9418940855
LAYING,20,fBodyAccMeanFreqX,-0.21303427555735294
LAYING,20,fBodyAccMeanFreqY,0.27445242052941177
LAYING,20,fBodyAccMeanFreqZ,0.27689853979117646
LAYING,20,fBodyAccMeanX,-0.9657287816176471
LAYING,20,fBodyAccMeanY,-0.9655959583823529
LAYING,20,fBodyAccMeanZ,-0.9763926513235294
LAYING,20,fBodyAccStdX,-0.9609979072058823
LAYING,20,fBodyAccStdY,-0.9649609883823529
LAYING,20,fBodyAccStdZ,-0.9719013247058823
LAYING,20,fBodyBodyAccJerkMagMean,-0.9796954580882353
LAYING,20,fBodyBodyAccJerkMagMeanFreq,0.262706879425
LAYING,20,fBodyBodyAccJerkMagStd,-0.9795651969117647
LAYING,20,fBodyBodyGyroJerkMagMean,-0.9811198205882353
LAYING,20,fBodyBodyGyroJerkMagMeanFreq,0.1996536474764706
LAYING,20,fBodyBodyGyroJerkMagStd,-0.9819861529411765
LAYING,20,fBodyBodyGyroMagMean,-0.9698322411764706
LAYING,20,fBodyBodyGyroMagMeanFreq,0.011691821638235294
LAYING,20,fBodyBodyGyroMagStd,-0.9642059154411765
LAYING,20,fBodyGyroMeanFreqX,-0.04300785099411765
LAYING,20,fBodyGyroMeanFreqY,-0.07840033405882353
LAYING,20,fBodyGyroMeanFreqZ,0.008323920529411766
LAYING,20,fBodyGyroMeanX,-0.9826194035294118
LAYING,20,fBodyGyroMeanY,-0.9731200295588235
LAYING,20,fBodyGyroMeanZ,-0.9722786035294118
LAYING,20,fBodyGyroStdX,-0.9851545885294117
LAYING,20,fBodyGyroStdY,-0.9730925180882353
LAYING,20,fBodyGyroStdZ,-0.9749952670588236
LAYING,20,tBodyAccJerkMagMean,-0.9846700738235294
LAYING,20,tBodyAccJerkMagStd,-0.9801616870588236
LAYING,20,tBodyAccJerkMeanX,0.08927160064705883
LAYING,20,tBodyAccJerkMeanY,0.0011082249538235298
LAYING,20,tBodyAccJerkMeanZ,-0.0030989184656911766
LAYING,20,tBodyAccJerkStdX,-0.9842707282352942
LAYING,20,tBodyAccJerkStdY,-0.9770026067647058
LAYING,20,tBodyAccJerkStdZ,-0.9849892241176471
LAYING,20,tBodyAccMagMean,-0.9607431261764706
LAYING,20,tBodyAccMagStd,-0.9394894445588235
LAYING,20,tBodyAccMeanX,0.23950788220588234
LAYING,20,tBodyAccMeanY,-0.014440628113235295
LAYING,20,tBodyAccMeanZ,-0.10427432253823529
LAYING,20,tBodyAccStdX,-0.9622491147058824
LAYING,20,tBodyAccStdY,-0.9640981802941176
LAYING,20,tBodyAccStdZ,-0.972571998382353
LAYING,20,tBodyGyroJerkMagMean,-0.9867495008823529
LAYING,20,tBodyGyroJerkMagStd,-0.981079301617647
LAYING,20,tBodyGyroJerkMeanX,-0.0995033069117647
LAYING,20,tBodyGyroJerkMeanY,-0.038776298
LAYING,20,tBodyGyroJerkMeanZ,-0.06100282930882353
LAYING,20,tBodyGyroJerkStdX,-0.9892835773529411
LAYING,20,tBodyGyroJerkStdY,-0.9815400620588235
LAYING,20,tBodyGyroJerkStdZ,-0.9866705344117647
LAYING,20,tBodyGyroMagMean,-0.9604473725
LAYING,20,tBodyGyroMagStd,-0.9621535979411765
LAYING,20,tBodyGyroMeanX,-0.023176061630882355
LAYING,20,tBodyGyroMeanY,-0.09548996260294118
LAYING,20,tBodyGyroMeanZ,0.1236802099264706
LAYING,20,tBodyGyroStdX,-0.9844774142647059
LAYING,20,tBodyGyroStdY,-0.9729419102941177
LAYING,20,tBodyGyroStdZ,-0.9724098935294118
LAYING,20,tGravityAccMagMean,-0.9607431261764706
LAYING,20,tGravityAccMagStd,-0.9394894445588235
LAYING,20,tGravityAccMeanX,-0.4724314155735294
LAYING,20,tGravityAccMeanY,0.864882956617647
LAYING,20,tGravityAccMeanZ,0.477573305
LAYING,20,tGravityAccStdX,-0.9286742151470588
LAYING,20,tGravityAccStdY,-0.9760184769117647
LAYING,20,tGravityAccStdZ,-0.9765185525
LAYING,21,fBodyAccJerkMeanFreqX,0.0883780669131111
LAYING,21,fBodyAccJerkMeanFreqY,-0.025755130805555557
LAYING,21,fBodyAccJerkMeanFreqZ,0.043929421471
LAYING,21,fBodyAccJerkMeanX,-0.9841888412222222
LAYING,21,fBodyAccJerkMeanY,-0.9720394171111111
LAYING,21,fBodyAccJerkMeanZ,-0.9816308053333334
LAYING,21,fBodyAccJerkStdX,-0.9870613767777777
LAYING,21,fBodyAccJerkStdY,-0.9731644327777778
LAYING,21,fBodyAccJerkStdZ,-0.9849252706666667
LAYING,21,fBodyAccMagMean,-0.9537690712222222
LAYING,21,fBodyAccMagMeanFreq,-0.10180280881111112
LAYING,21,fBodyAccMagStd,-0.9444490708888889
LAYING,21,fBodyAccMeanFreqX,-0.5170305295
LAYING,21,fBodyAccMeanFreqY,0.08574869309228889
LAYING,21,fBodyAccMeanFreqZ,0.024988878775444447
LAYING,21,fBodyAccMeanX,-0.9682343755555556
LAYING,21,fBodyAccMeanY,-0.960069247
LAYING,21,fBodyAccMeanZ,-0.9617721905555555
LAYING,21,fBodyAccStdX,-0.9509294512222222
LAYING,21,fBodyAccStdY,-0.9572589711111111
LAYING,21,fBodyAccStdZ,-0.9409190065555556
LAYING,21,fBodyBodyAccJerkMagMean,-0.9784441238888889
LAYING,21,fBodyBodyAccJerkMagMeanFreq,0.29964766052444447
LAYING,21,fBodyBodyAccJerkMagStd,-0.9776048788888889
LAYING,21,fBodyBodyGyroJerkMagMean,-0.9829933151111111
LAYING,21,fBodyBodyGyroJerkMagMeanFreq,0.20999523741666667
LAYING,21,fBodyBodyGyroJerkMagStd,-0.9823051174444445
LAYING,21,fBodyBodyGyroMagMean,-0.9623490128888889
LAYING,21,fBodyBodyGyroMagMeanFreq,-0.20657270175
LAYING,21,fBodyBodyGyroMagStd,-0.9497365751111111
LAYING,21,fBodyGyroMeanFreqX,-0.10548141365444444
LAYING,21,fBodyGyroMeanFreqY,-0.407760367
LAYING,21,fBodyGyroMeanFreqZ,0.266238545
LAYING,21,fBodyGyroMeanX,-0.973410473
LAYING,21,fBodyGyroMeanY,-0.9649680052222223
LAYING,21,fBodyGyroMeanZ,-0.9808112161111111
LAYING,21,fBodyGyroStdX,-0.9762269198888889
LAYING,21,fBodyGyroStdY,-0.9465998554444445
LAYING,21,fBodyGyroStdZ,-0.9832707073333333
LAYING,21,tBodyAccJerkMagMean,-0.9828003305555556
LAYING,21,tBodyAccJerkMagStd,-0.9785526187777778
LAYING,21,tBodyAccJerkMeanX,0.08201502010777778
LAYING,21,tBodyAccJerkMeanY,0.011994367100777777
LAYING,21,tBodyAccJerkMeanZ,-0.013905343859111111
LAYING,21,tBodyAccJerkStdX,-0.9848265208888889
LAYING,21,tBodyAccJerkStdY,-0.9715847532222223
LAYING,21,tBodyAccJerkStdZ,-0.9839776442222222
LAYING,21,tBodyAccMagMean,-0.9525965832222222
LAYING,21,tBodyAccMagStd,-0.9421864314444445
LAYING,21,tBodyAccMeanX,0.27132547245555555
LAYING,21,tBodyAccMeanY,-0.018423304841555556
LAYING,21,tBodyAccMeanZ,-0.10325383223333333
LAYING,21,tBodyAccStdX,-0.9550198662222222
LAYING,21,tBodyAccStdY,-0.9569594222222222
LAYING,21,tBodyAccStdZ,-0.9456537877777778
LAYING,21,tBodyGyroJerkMagMean,-0.9859159068888889
LAYING,21,tBodyGyroJerkMagStd,-0.9822464715555556
LAYING,21,tBodyGyroJerkMeanX,-0.09641183750666667
LAYING,21,tBodyGyroJerkMeanY,-0.03462750660555555
LAYING,21,tBodyGyroJerkMeanZ,-0.06013986635555556
LAYING,21,tBodyGyroJerkStdX,-0.9846437173333333
LAYING,21,tBodyGyroJerkStdY,-0.9819984977777778
LAYING,21,tBodyGyroJerkStdZ,-0.9887494956666667
LAYING,21,tBodyGyroMagMean,-0.9492788902222222
LAYING,21,tBodyGyroMagStd,-0.949289148
LAYING,21,tBodyGyroMeanX,-0.03051261887777778
LAYING,21,tBodyGyroMeanY,-0.11380048637777777
LAYING,21,tBodyGyroMeanZ,0.0980906517
LAYING,21,tBodyGyroStdX,-0.9754118575555556
LAYING,21,tBodyGyroStdY,-0.9521470914444444
LAYING,21,tBodyGyroStdZ,-0.9813454308888889
LAYING,21,tGravityAccMagMean,-0.9525965832222222
LAYING,21,tGravityAccMagStd,-0.9421864314444445
LAYING,21,tGravityAccMeanX,-0.17434917482222223
LAYING,21,tGravityAccMeanY,0.599992678
LAYING,21,tGravityAccMeanZ,0.7882510271111112
LAYING,21,tGravityAccStdX,-0.9459052705555555
LAYING,21,tGravityAccStdY,-0.9837329361111111
LAYING,21,tGravityAccStdZ,-0.9524163324444445
LAYING,22,fBodyAccJerkMeanFreqX,0.07340340555069444
LAYING,22,fBodyAccJerkMeanFreqY,-0.12196479475
LAYING,22,fBodyAccJerkMeanFreqZ,0.04155234522361111
LAYING,22,fBodyAccJerkMeanX,-0.9695703269444444
LAYING,22,fBodyAccJerkMeanY,-0.9548332643055556
LAYING,22,fBodyAccJerkMeanZ,-0.9709189416666667
LAYING,22,fBodyAccJerkStdX,-0.9741260680555556
LAYING,22,fBodyAccJerkStdY,-0.9589609575
LAYING,22,fBodyAccJerkStdZ,-0.9768331640277778
LAYING,22,fBodyAccMagMean,-0.9298189909722222
LAYING,22,fBodyAccMagMeanFreq,0.09882904266666667
LAYING,22,fBodyAccMagStd,-0.9132672512638889
LAYING,22,fBodyAccMeanFreqX,-0.22466353104054168
LAYING,22,fBodyAccMeanFreqY,0.08787758310083334
LAYING,22,fBodyAccMeanFreqZ,0.21486941990277778
LAYING,22,fBodyAccMeanX,-0.9537585427777778
LAYING,22,fBodyAccMeanY,-0.9255247034722223
LAYING,22,fBodyAccMeanZ,-0.9542192355555555
LAYING,22,fBodyAccStdX,-0.9456568080555555
LAYING,22,fBodyAccStdY,-0.9125628566666667
LAYING,22,fBodyAccStdZ,-0.9411639513888889
LAYING,22,fBodyBodyAccJerkMagMean,-0.9626547915277778
LAYING,22,fBodyBodyAccJerkMagMeanFreq,0.20885283340555555
LAYING,22,fBodyBodyAccJerkMagStd,-0.9556356144444444
LAYING,22,fBodyBodyGyroJerkMagMean,-0.9766389809722222
LAYING,22,fBodyBodyGyroJerkMagMeanFreq,0.11242370840277778
LAYING,22,fBodyBodyGyroJerkMagStd,-0.9727890208333333
LAYING,22,fBodyBodyGyroMagMean,-0.9460558409722222
LAYING,22,fBodyBodyGyroMagMeanFreq,-0.07861422334305555
LAYING,22,fBodyBodyGyroMagStd,-0.9235523581944445
LAYING,22,fBodyGyroMeanFreqX,-0.11695906957916667
LAYING,22,fBodyGyroMeanFreqY,-0.143181333825
LAYING,22,fBodyGyroMeanFreqZ,0.06272501506527778
LAYING,22,fBodyGyroMeanX,-0.95336692
LAYING,22,fBodyGyroMeanY,-0.9646982586111111
LAYING,22,fBodyGyroMeanZ,-0.9425702404166667
LAYING,22,fBodyGyroStdX,-0.9580309869444444
LAYING,22,fBodyGyroStdY,-0.9607112545833333
LAYING,22,fBodyGyroStdZ,-0.9369656386111112
LAYING,22,tBodyAccJerkMagMean,-0.9711697793055556
LAYING,22,tBodyAccJerkMagStd,-0.9598498218055556
LAYING,22,tBodyAccJerkMeanX,0.07522022422222223
LAYING,22,tBodyAccJerkMeanY,0.004598347542361111
LAYING,22,tBodyAccJerkMeanZ,-0.004674387441666666
LAYING,22,tBodyAccJerkStdX,-0.9703551915277778
LAYING,22,tBodyAccJerkStdY,-0.9551515268055556
LAYING,22,tBodyAccJerkStdZ,-0.9745270119444445
LAYING,22,tBodyAccMagMean,-0.9349937993055556
LAYING,22,tBodyAccMagStd,-0.9094077611527778
LAYING,22,tBodyAccMeanX,0.27995972119444446
LAYING,22,tBodyAccMeanY,-0.014262986450277779
LAYING,22,tBodyAccMeanZ,-0.11080092465277777
LAYING,22,tBodyAccStdX,-0.9477352519444444
LAYING,22,tBodyAccStdY,-0.9132763016666666
LAYING,22,tBodyAccStdZ,-0.9429458079166667
LAYING,22,tBodyGyroJerkMagMean,-0.9817169363888889
LAYING,22,tBodyGyroJerkMagStd,-0.9742016909722222
LAYING,22,tBodyGyroJerkMeanX,-0.10020393472222222
LAYING,22,tBodyGyroJerkMeanY,-0.037608730565
LAYING,22,tBodyGyroJerkMeanZ,-0.07027235681944445
LAYING,22,tBodyGyroJerkStdX,-0.9720926029166667
LAYING,22,tBodyGyroJerkStdY,-0.9804841713888889
LAYING,22,tBodyGyroJerkStdZ,-0.9786363018055555
LAYING,22,tBodyGyroMagMean,-0.9266163733333334
LAYING,22,tBodyGyroMagStd,-0.9239115659722222
LAYING,22,tBodyGyroMeanX,-0.0208311371125
LAYING,22,tBodyGyroMeanY,-0.09257231175
LAYING,22,tBodyGyroMeanZ,0.14500387931944445
LAYING,22,tBodyGyroStdX,-0.9566419058333333
LAYING,22,tBodyGyroStdY,-0.9618849625
LAYING,22,tBodyGyroStdZ,-0.9332518706944445
LAYING,22,tGravityAccMagMean,-0.9349937993055556
LAYING,22,tGravityAccMagStd,-0.9094077611527778
LAYING,22,tGravityAccMeanX,-0.4184945770833333
LAYING,22,tGravityAccMeanY,0.6324840756944444
LAYING,22,tGravityAccMeanZ,0.7719039070833333
LAYING,22,tGravityAccStdX,-0.9287812490277778
LAYING,22,tGravityAccStdY,-0.9588269385569445
LAYING,22,tGravityAccStdZ,-0.9524353891666667
LAYING,23,fBodyAccJerkMeanFreqX,0.20606686944583333
LAYING,23,fBodyAccJerkMeanFreqY,0.09827457664041667
LAYING,23,fBodyAccJerkMeanFreqZ,0.23010794594444445
LAYING,23,fBodyAccJerkMeanX,-0.9862046591666667
LAYING,23,fBodyAccJerkMeanY,-0.9882302641666667
LAYING,23,fBodyAccJerkMeanZ,-0.9824155118055555
LAYING,23,fBodyAccJerkStdX,-0.9878408526388889
LAYING,23,fBodyAccJerkStdY,-0.9899956169444445
LAYING,23,fBodyAccJerkStdZ,-0.9855020119444444
LAYING,23,fBodyAccMagMean,-0.9677470531944444
LAYING,23,fBodyAccMagMeanFreq,0.035932117127777774
LAYING,23,fBodyAccMagStd,-0.9584656954166667
LAYING,23,fBodyAccMeanFreqX,-0.4241511608972222
LAYING,23,fBodyAccMeanFreqY,0.06376888190340278
LAYING,23,fBodyAccMeanFreqZ,0.2984166582916667
LAYING,23,fBodyAccMeanX,-0.9700372383333333
LAYING,23,fBodyAccMeanY,-0.9820722958333333
LAYING,23,fBodyAccMeanZ,-0.9775152138888888
LAYING,23,fBodyAccStdX,-0.9524109576388889
LAYING,23,fBodyAccStdY,-0.9743041491666666
LAYING,23,fBodyAccStdZ,-0.9722612830555556
LAYING,23,fBodyBodyAccJerkMagMean,-0.9859057038888889
LAYING,23,fBodyBodyAccJerkMagMeanFreq,0.33809471099027777
LAYING,23,fBodyBodyAccJerkMagStd,-0.9865402006944445
LAYING,23,fBodyBodyGyroJerkMagMean,-0.9818468543055555
LAYING,23,fBodyBodyGyroJerkMagMeanFreq,0.22588506899583333
LAYING,23,fBodyBodyGyroJerkMagStd,-0.98158514125
LAYING,23,fBodyBodyGyroMagMean,-0.9662393479166667
LAYING,23,fBodyBodyGyroMagMeanFreq,0.10245327121805556
LAYING,23,fBodyBodyGyroMagStd,-0.9590255381944445
LAYING,23,fBodyGyroMeanFreqX,0.13145543361875
LAYING,23,fBodyGyroMeanFreqY,-0.14723139398750001
LAYING,23,fBodyGyroMeanFreqZ,0.28918453073333333
LAYING,23,fBodyGyroMeanX,-0.9796760780555556
LAYING,23,fBodyGyroMeanY,-0.96846913625
LAYING,23,fBodyGyroMeanZ,-0.9842388077777778
LAYING,23,fBodyGyroStdX,-0.9826652126388888
LAYING,23,fBodyGyroStdY,-0.9549973095833333
LAYING,23,fBodyGyroStdZ,-0.98531784125
LAYING,23,tBodyAccJerkMagMean,-0.9870101973611111
LAYING,23,tBodyAccJerkMagStd,-0.9866856515277778
LAYING,23,tBodyAccJerkMeanX,0.08317876083333334
LAYING,23,tBodyAccJerkMeanY,0.01535144005125
LAYING,23,tBodyAccJerkMeanZ,-0.006282350602777778
LAYING,23,tBodyAccJerkStdX,-0.9863604468055556
LAYING,23,tBodyAccJerkStdY,-0.9886116166666666
LAYING,23,tBodyAccJerkStdZ,-0.9846634766666666
LAYING,23,tBodyAccMagMean,-0.9629591968055555
LAYING,23,tBodyAccMagStd,-0.9578719905555555
LAYING,23,tBodyAccMeanX,0.2740380079861111
LAYING,23,tBodyAccMeanY,-0.021655383583333333
LAYING,23,tBodyAccMeanZ,-0.10425677629166667
LAYING,23,tBodyAccStdX,-0.9567563631944445
LAYING,23,tBodyAccStdY,-0.9763098273611112
LAYING,23,tBodyAccStdZ,-0.9732234954166666
LAYING,23,tBodyGyroJerkMagMean,-0.9845574786111111
LAYING,23,tBodyGyroJerkMagStd,-0.9813148316666667
LAYING,23,tBodyGyroJerkMeanX,-0.10202492281944445
LAYING,23,tBodyGyroJerkMeanY,-0.03724497505694444
LAYING,23,tBodyGyroJerkMeanZ,-0.06219916261111111
LAYING,23,tBodyGyroJerkStdX,-0.9850278504166666
LAYING,23,tBodyGyroJerkStdY,-0.9794277634722223
LAYING,23,tBodyGyroJerkStdZ,-0.9949089848611111
LAYING,23,tBodyGyroMagMean,-0.9494180009722222
LAYING,23,tBodyGyroMagStd,-0.9572275859722222
LAYING,23,tBodyGyroMeanX,-0.01133997246638889
LAYING,23,tBodyGyroMeanY,-0.105052917
LAYING,23,tBodyGyroMeanZ,0.11107859470833334
LAYING,23,tBodyGyroStdX,-0.9818494009722222
LAYING,23,tBodyGyroStdY,-0.9591952363888889
LAYING,23,tBodyGyroStdZ,-0.9839201326388889
LAYING,23,tGravityAccMagMean,-0.9629591968055555
LAYING,23,tGravityAccMagStd,-0.9578719905555555
LAYING,23,tGravityAccMeanX,-0.3915649627777778
LAYING,23,tGravityAccMeanY,0.4384340673611111
LAYING,23,tGravityAccMeanZ,0.9187828252777778
LAYING,23,tGravityAccStdX,-0.9479487581944445
LAYING,23,tGravityAccStdY,-0.9827945629166667
LAYING,23,tGravityAccStdZ,-0.9767804620833334
LAYING,24,fBodyAccJerkMeanFreqX,0.15235988655138888
LAYING,24,fBodyAccJerkMeanFreqY,0.07530411267916666
LAYING,24,fBodyAccJerkMeanFreqZ,0.08626920325138888
LAYING,24,fBodyAccJerkMeanX,-0.9859985468055555
LAYING,24,fBodyAccJerkMeanY,-0.9821406138888888
LAYING,24,fBodyAccJerkMeanZ,-0.9815496895833333
LAYING,24,fBodyAccJerkStdX,-0.9881405177777778
LAYING,24,fBodyAccJerkStdY,-0.9841245323611111
LAYING,24,fBodyAccJerkStdZ,-0.9831856379166667
LAYING,24,fBodyAccMagMean,-0.9731710680555555
LAYING,24,fBodyAccMagMeanFreq,0.08112455668055556
LAYING,24,fBodyAccMagStd,-0.9710630240277778
LAYING,24,fBodyAccMeanFreqX,-0.40194541530555555
LAYING,24,fBodyAccMeanFreqY,0.2808890233625
LAYING,24,fBodyAccMeanFreqZ,0.24266919175833332
LAYING,24,fBodyAccMeanX,-0.9758936870833333
LAYING,24,fBodyAccMeanY,-0.9808303620833333
LAYING,24,fBodyAccMeanZ,-0.9766348156944444
LAYING,24,fBodyAccStdX,-0.9651670818055555
LAYING,24,fBodyAccStdY,-0.9845718084722223
LAYING,24,fBodyAccStdZ,-0.9730577818055556
LAYING,24,fBodyBodyAccJerkMagMean,-0.9831080843055555
LAYING,24,fBodyBodyAccJerkMagMeanFreq,0.34730929940277777
LAYING,24,fBodyBodyAccJerkMagStd,-0.98328511625
LAYING,24,fBodyBodyGyroJerkMagMean,-0.9785967406944445
LAYING,24,fBodyBodyGyroJerkMagMeanFreq,0.26181394501527777
LAYING,24,fBodyBodyGyroJerkMagStd,-0.9800969811111111
LAYING,24,fBodyBodyGyroMagMean,-0.9640013834722222
LAYING,24,fBodyBodyGyroMagMeanFreq,0.05442793355152778
LAYING,24,fBodyBodyGyroMagStd,-0.9613690845833334
LAYING,24,fBodyGyroMeanFreqX,0.2134370113861111
LAYING,24,fBodyGyroMeanFreqY,-0.1812152290875
LAYING,24,fBodyGyroMeanFreqZ,0.2585715161815278
LAYING,24,fBodyGyroMeanX,-0.9765705640277778
LAYING,24,fBodyGyroMeanY,-0.9661119802777778
